Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Central Europe and the Baltics,CEB,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,14.82993791,13.77459666,12.85568114,12.13188714,12.14380441,12.54615615,12.10764201,12.09365332,11.7482027,11.36935453
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,660.1815568,712.0468098,801.4016004,929.2796449,803.9143523,895.8779959,988.4431598,972.6793451,985.0952473,1024.668452
Chad,TCD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2.096977626,4.500299416,8.587287923,14.50506716,20.06204202,24.53167583,30.34478288,35.36487879,35.56437683,39.75097997
Chad,TCD,Internet users (per 100 people),IT.NET.USER.P2,0.3992577,0.581045764,0.847224521,1.19,1.5,1.7,1.9,2.1,2.3,2.5
Chad,TCD,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,57209.24916,62260.22555,73568.23483,..,..,..,..,..,..,..
Channel Islands,CHI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,7728.611897,9500.835162,10513.54071,10791.02019,10217.31403,12785.05187,14582.17052,15253.33083,15741.71166,14528.32581
Chile,CHL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,64.69417543,75.43868865,83.7200337,87.91177733,96.81312008,115.7513836,128.9269073,137.0811793,134.2890529,133.2556288
Chile,CHL,Internet users (per 100 people),IT.NET.USER.P2,31.17534703,34.49775117,35.9,37.3,41.56,45,52.24960729,61.41815456,66.5,72.35
Chile,CHL,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,14.80000019,14,13.5,13,12.60000038,11.10000038,10.39999962,10.39999962,9.199999809,..
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,1740.096726,2082.183363,2673.294191,3441.221355,3800.474542,4514.94052,5574.187093,6264.643878,6991.853866,7590.016441
China,CHN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,29.84470593,34.76674887,41.01687431,47.75671627,55.29808341,63.17027802,72.0713209,80.76271455,88.70833462,92.27349082
China,CHN,Internet users (per 100 people),IT.NET.USER.P2,8.523257003,10.52315262,16,22.6,28.9,34.3,38.3,42.30011749,45.8,49.3
China,CHN,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,3.900000095,3.700000048,3.5,3.400000095,3,2.900000095,2.5,..,..,..
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,3386.025478,3709.076914,4674.21171,5433.706412,5148.411344,6250.6545,7227.77083,7885.061292,8027.97816,7903.925773
Colombia,COL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,50.59739682,67.88728318,76.27493489,91.61012359,92.04640981,95.76455258,98.13425332,102.8549384,104.0845439,113.0820753
Colombia,COL,Internet users (per 100 people),IT.NET.USER.P2,11.00726389,15.34167454,21.8,25.6,30,36.5,40.35091575,48.98,51.7,52.57
Colombia,COL,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,21.79999924,19.10000038,17.79999924,17.5,18.60000038,18.5,18.20000076,17.5,16.89999962,16.29999924
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,614.8613273,640.7429838,712.1200098,777.6777744,754.9928244,739.8977906,790.5680956,750.3146086,796.7645736,810.0757668
Comoros,COM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2.584009868,5.981418464,9.815151975,14.12941193,18.40512718,24.19595919,30.91017629,39.51356301,47.28425115,50.90120382
Comoros,COM,Internet users (per 100 people),IT.NET.USER.P2,2,2.2,2.5,3,3.5,5.1,5.5,5.975296308,6.5,6.98
Comoros,COM,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",ZAR,GDP per capita (current US$),NY.GDP.PCAP.CD,213.310459,246.8028136,273.4864797,310.7310244,286.0481803,311.247896,350.2706542,390.7066035,413.6970577,442.3395394
"Congo, Dem. Rep.",ZAR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,5.082723491,7.942801654,11.52690544,16.89524742,15.63752578,19.00647586,24.47130767,30.58009217,41.81656407,53.49321638
"Congo, Dem. Rep.",ZAR,Internet users (per 100 people),IT.NET.USER.P2,0.238037799,0.29605361,0.37,0.44,0.56,0.72,1.2,1.679961015,2.2,3
"Congo, Dem. Rep.",ZAR,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,1737.611546,2144.834943,2259.269413,3094.10972,2428.260233,2953.185008,3453.221229,3191.164299,3205.457783,3147.072161
"Congo, Rep.",COG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,15.75537552,25.16003031,34.25590964,46.61451448,73.79715284,90.44274713,91.93909914,98.75682808,104.7695043,108.1495742
"Congo, Rep.",COG,Internet users (per 100 people),IT.NET.USER.P2,1.46342006,2.007990079,2.759704374,4.287509903,4.5,5,5.6,6.106695024,6.6,7.11
"Congo, Rep.",COG,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,35.40000153,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,4700.014926,5228.025413,6024.078487,6736.167819,6546.565554,7985.951035,8963.680052,9733.396931,10461.57682,10415.44438
Costa Rica,CRI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,25.49240416,32.86782699,33.79212704,41.62122844,42.38509644,66.9932126,87.66035275,111.9199133,145.9716479,143.8283795
Costa Rica,CRI,Internet users (per 100 people),IT.NET.USER.P2,22.07,25.1,28.4,32.29,34.33,36.5,39.212196,47.5,45.96,49.41
Costa Rica,CRI,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,15.19999981,14,13.19999981,12.30000019,11.80000019,15,14.10000038,13.39999962,12.69999981,..
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,942.2163849,962.9184427,1078.541502,1257.675582,1233.304856,1236.085198,1231.867834,1281.382865,1447.222821,1545.942249
Cote d'Ivoire,CIV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,13.5071853,23.01735374,41.60500652,57.22349848,70.87826244,82.20152116,89.44962943,91.22862939,95.44605196,106.2476093
Cote d'Ivoire,CIV,Internet users (per 100 people),IT.NET.USER.P2,1.039238205,1.524900791,1.8,1.9,2,2.7,2.9,5,8.4,14.6
Cote d'Ivoire,CIV,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,10224.24059,11363.41845,13546.69872,15893.86056,14157.14416,13509.18582,14542.1776,13235.97757,13574.97804,13475.25896
Croatia,HRV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,83.15832573,100.3790937,115.2253076,104.4643435,107.4733846,113.6081449,118.3013547,115.4136047,110.0543067,104.4313214
Croatia,HRV,Internet users (per 100 people),IT.NET.USER.P2,33.14,37.98,41.44,44.24,50.58,56.55,57.78997899,61.93997315,66.7476,68.57
Croatia,HRV,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,14.30000019,11.39999962,10.69999981,10.89999962,11.39999962,12.5,12.80000019,10.60000038,9.5,8.699999809
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,3786.875329,4677.709014,5193.484286,5385.740727,5494.925311,5688.666732,6092.613902,6448.155635,6789.849597,..
Cuba,CUB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.200257384,1.351328632,1.75418261,2.936664083,5.502396795,8.890583462,11.66313248,14.92016162,17.71492741,22.47839584
Cuba,CUB,Internet users (per 100 people),IT.NET.USER.P2,9.738062208,11.15960131,11.69,12.94,14.33,15.9,16.0172908,21.2,27.93,30
Cuba,CUB,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,20.20000076,20,18.70000076,18.60000038,18.60000038,18.5,19.70000076,19.29999924,18.60000038,..
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,..,..,140.2496774,138.2651125,136.1469876,131.8166305,128.1821618,121.5965545
Curacao,CUW,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,24738.00939,26455.13237,30915.48639,34950.3513,31673.45771,30438.90019,31836.61951,28868.27382,27910.61983,27194.39184
Cyprus,CYP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,75.78090348,82.77911008,92.9655393,94.3969347,89.63535014,93.69258439,97.70992366,98.40043437,96.35942536,96.33531011
Cyprus,CYP,Internet users (per 100 people),IT.NET.USER.P2,32.81,35.83,40.77,42.31,49.81,52.99,56.85989235,60.6898684,65.4548,69.33
Cyprus,CYP,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,3.700000048,3.5,3.599999905,3.099999905,2.799999952,2.799999952,2.900000095,2.299999952,2.5,3.900000095
Czech Republic,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,13317.72983,15159.14115,18333.9459,22649.37934,19698.49209,19763.9638,21656.94142,19640.92866,19813.87157,19529.84356
Czech Republic,CZE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,115.1035371,120.7427007,127.9639191,132.350961,124.5668165,122.5551112,124.0943746,126.8464851,127.7307828,130.0334399
Czech Republic,CZE,Internet users (per 100 people),IT.NET.USER.P2,35.27,47.93,51.93,62.97,64.43,68.82,70.49,73.43000782,74.1104,79.71
Czech Republic,CZE,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,3.900000095,3.700000048,3.599999905,3.200000048,3.099999905,3.099999905,3,3,3,2.700000048
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,48816.83586,52041.00297,58501.13832,64181.99467,57895.50122,57647.66876,61304.0612,57636.12531,59818.63153,60707.24937
Denmark,DNK,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,100.5816868,107.1170645,115.3715804,119.3024732,123.6993991,115.669923,128.661526,130.2798977,127.1176716,125.9578234
Denmark,DNK,Internet users (per 100 people),IT.NET.USER.P2,82.74,86.65,85.03,85.02,86.84,88.72,89.81001339,92.26001172,94.6297,95.99
Denmark,DNK,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,3,2.900000095,2.799999952,2.400000095,2.5,2.299999952,2.200000048,2.400000095,2.299999952,2.299999952
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,910.3645074,974.5642374,1060.81494,1234.013356,1279.251948,1358.4605,1472.014205,1586.780133,1683.429923,1813.596566
Djibouti,DJI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,5.672656567,5.690729661,8.70663211,13.93013208,15.66875338,19.85681673,22.80161957,24.71558258,27.96586676,32.38686559
Djibouti,DJI,Internet users (per 100 people),IT.NET.USER.P2,0.953611449,1.270041159,1.62,2.26,4,6.5,7,8.267232892,9.5,10.71
Djibouti,DJI,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,5250.352561,5522.285618,5953.548718,6463.624217,6891.460797,6937.256084,7023.353428,6768.294416,7036.548388,7244.495847
Dominica,DMA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,73.71494996,101.1458481,125.7150929,128.3805708,138.7402107,148.3370101,152.5524853,152.4747503,129.9598628,127.4519291
Dominica,DMA,Internet users (per 100 people),IT.NET.USER.P2,38.54364326,39.3981743,40.27446301,41.16,42.02,47.45,51.3135,55.17701416,59,62.86
Dominica,DMA,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,3681.065415,3836.475649,4637.239959,4996.942663,4933.94305,5441.965749,5820.3963,5967.000984,5968.669476,6163.575857
Dominican Republic,DOM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,38.77928523,48.58664735,57.33593759,73.95219275,87.30861627,88.7787084,86.43207979,86.93709732,88.43350015,78.86382636
Dominican Republic,DOM,Internet users (per 100 people),IT.NET.USER.P2,11.48319778,14.84492837,17.66,20.82,27.72,31.4,38,41.2,45.9,49.58
Dominican Republic,DOM,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,14.60000038,15,14.5,15,14.5,12,14.69999981,14.19999981,14.19999981,14.5
East Asia & Pacific (all income levels),EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,4738.704207,4995.296227,5561.509735,6370.184559,6513.67077,7550.878166,8685.161863,9241.178035,9269.879411,9475.349629
East Asia & Pacific (all income levels),EAS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,34.07117549,39.47870679,48.03977794,57.10186039,64.94370914,73.73628786,83.27385712,91.63285375,98.30288327,103.1707229
East Asia & Pacific (all income levels),EAS,Internet users (per 100 people),IT.NET.USER.P2,14.66635904,16.6176467,20.76611474,25.25292651,29.5123239,34.2294861,37.36356725,40.74677037,44.4131683,46.89127504
East Asia & Pacific (all income levels),EAS,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,10.37461001,11.86078689,9.92990645,10.3312982,9.498449102,9.767274088,8.877972645,..,..,..
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,1634.458666,1951.102125,2448.782256,3073.25589,3306.329688,3980.068815,4828.514418,5346.81082,5846.943959,6240.403751
East Asia & Pacific (developing only),EAP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,28.14690302,33.79253235,42.56822885,52.38224484,60.65242784,69.92421189,79.87847843,88.68071682,95.71930752,100.4765633
East Asia & Pacific (developing only),EAP,Internet users (per 100 people),IT.NET.USER.P2,8.319143451,10.17376939,14.38223568,19.25942049,23.76826305,28.95605646,32.38395697,36.10945776,39.39275628,42.13206038
East Asia & Pacific (developing only),EAP,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,11.00126473,12.63460273,10.50752664,10.96125994,10.00112805,10.31523031,9.339025242,..,..,..
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,3021.942767,3350.784142,3590.711513,4274.940821,4255.555563,4657.301737,5223.377575,5702.168288,6051.611129,6345.840725
Ecuador,ECU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,45.33840899,60.50592352,69.66428675,80.51374955,89.7355484,98.53115831,100.5655994,106.2255329,105.6444776,103.8991648
Ecuador,ECU,Internet users (per 100 people),IT.NET.USER.P2,5.994255161,7.2,10.8,18.8,24.6,29.03,31.36680836,35.13514645,40.35368423,43
Ecuador,ECU,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,31.5,31.29999924,29.60000038,28.70000076,28.70000076,28.20000076,28.29999924,27.79999924,25.29999924,..
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,1196.733304,1409.177872,1681.314481,2061.612772,2349.286865,2668.035988,2816.666943,3068.193883,3104.219707,3198.695058
"Egypt, Arab Rep.",EGY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,18.98863599,24.66217297,40.54135052,54.69017202,72.09666743,90.50319174,105.0794228,119.9164442,121.507893,114.3059858
"Egypt, Arab Rep.",EGY,Internet users (per 100 people),IT.NET.USER.P2,12.75,13.66,16.03,18.01,20,21.6,25.6,26.4,29.4,31.7
"Egypt, Arab Rep.",EGY,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,30.89999962,31.20000076,31.70000076,31.60000038,29.89999962,28.20000076,29.20000076,27.10000038,28,..
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,2874.257256,3108.592529,3358.421252,3569.335393,3431.280068,3547.070983,3821.33859,3921.720395,3998.739499,4119.992023
El Salvador,SLV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,39.71573336,63.17542366,100.2356543,112.9869326,122.3621667,123.8355503,132.9256445,137.3425261,141.8179045,144.0256764
El Salvador,SLV,Internet users (per 100 people),IT.NET.USER.P2,4.2,5.5,6.11,10.08,12.11,15.9,18.9,20.32138772,23.1093,29.7
El Salvador,SLV,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,20,18.89999962,16.5,18.70000076,20.89999962,20.79999924,21.60000038,21,19.60000038,..
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,13129.59818,14162.05489,16186.17321,23347.66085,14451.52422,17441.09255,22944.92629,23278.23006,21497.89443,18918.27683
Equatorial Guinea,GNQ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,16.0524014,19.30759738,23.45149761,27.35458379,29.5486008,57.35549085,66.8802619,68.05374469,67.47338887,66.38811096
Equatorial Guinea,GNQ,Internet users (per 100 people),IT.NET.USER.P2,1.149789671,1.279193596,1.557123059,1.82,2.13,6,11.5,13.94318219,16.4,18.86
Equatorial Guinea,GNQ,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,262.0742454,281.3750173,299.1114524,306.6651439,404.1963089,451.426693,544.4624311,..,..,..
Eritrea,ERI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.833074787,1.23129209,1.619011387,2.018352101,2.539273454,3.227135845,4.077954414,4.979397878,5.602975462,6.38599695
Eritrea,ERI,Internet users (per 100 people),IT.NET.USER.P2,..,..,0.41,0.47,0.54,0.61,0.7,0.8,0.9,0.99
Eritrea,ERI,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,10338.31726,12595.41484,16586.40796,18094.5474,14726.31391,14641.40314,17453.75376,17490.99313,19155.42125,20161.58179
Estonia,EST,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,109.0700258,125.7645616,128.0786178,124.2110004,120.5357013,127.2827876,143.9260625,160.4107755,159.6607033,160.6878485
Estonia,EST,Internet users (per 100 people),IT.NET.USER.P2,61.45,63.51,66.19,70.58,72.5,74.1,76.5,78.38992593,79.4,84.24
Estonia,EST,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,5.199999809,4.800000191,4.599999905,3.900000095,4,4,4.199999809,4.400000095,4.300000191,3.900000095
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,161.8769539,194.0779937,243.6288455,325.7949007,380.264841,341.8589562,355.5889915,469.7923039,503.9026066,573.5659603
Ethiopia,ETH,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.539116292,1.107028759,1.5023463,2.36564857,4.775809745,7.869542323,15.80285822,22.37451927,27.25468539,31.59388039
Ethiopia,ETH,Internet users (per 100 people),IT.NET.USER.P2,0.219659819,0.310592657,0.37,0.45,0.54,0.75,1.1,1.482810139,1.9,2.9
Ethiopia,ETH,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,79.30000305,8.600000381,..,..,..,..,9.5,8.199999809,72.69999695,..
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,31971.90062,33783.49584,38696.09618,42211.20841,38469.88089,37602.56191,40429.66809,37586.59349,39102.89207,39589.27895
Euro area,EMU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,97.87797602,105.8890788,115.870395,121.1330152,120.3230279,116.3810949,119.3281111,120.6252695,121.7574566,121.2458144
Euro area,EMU,Internet users (per 100 people),IT.NET.USER.P2,51.24401839,54.91930454,61.36466359,64.8239515,67.11518705,71.02191736,72.05946301,74.08163408,75.81072732,78.30003601
Euro area,EMU,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,4.166095833,4.04040581,3.825201647,3.359488168,3.378108079,3.348754817,3.23478803,3.216897611,3.182825653,3.150096483
Europe & Central Asia (all income levels),ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,19041.2929,20548.59555,23938.08216,26174.30967,22942.5032,23416.31283,25681.22043,24589.60065,25532.88118,25669.6634
Europe & Central Asia (all income levels),ECS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,81.04876938,94.57803511,106.311683,115.0124077,119.4063227,120.258598,120.2849132,122.5181179,125.2369912,126.0535099
Europe & Central Asia (all income levels),ECS,Internet users (per 100 people),IT.NET.USER.P2,35.22597852,38.08247944,43.67313729,47.35702521,50.72476193,56.24588294,59.22646723,63.89755768,66.3437911,69.20343655
Europe & Central Asia (all income levels),ECS,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,10.67067816,9.87449103,9.330201324,8.570958152,9.049904469,7.940629726,8.564682521,8.554320632,8.430785647,7.02728822
Europe & Central Asia (developing only),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,3596.963538,4192.697943,5319.042114,6347.791405,5255.402168,5949.917297,6616.604326,6719.634034,7162.83449,6874.299183
Europe & Central Asia (developing only),ECA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,47.8186852,66.09455667,80.88190942,91.11422125,94.85370053,99.07153857,106.6871066,108.8563761,111.5915022,112.7109831
Europe & Central Asia (developing only),ECA,Internet users (per 100 people),IT.NET.USER.P2,10.83122251,13.29788554,17.96093377,22.25261988,27.19352148,31.99135875,37.19708131,41.5647533,44.49343739,48.18223817
Europe & Central Asia (developing only),ECA,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,27.84600936,24.96071002,23.99159726,22.46717466,23.86209463,..,22.61611163,22.42889759,22.21238025,..
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,28883.08523,30703.6878,35371.00662,37915.53279,33814.64232,33594.97113,36244.43955,34147.48195,35509.18974,36422.63831
European Union,EUU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,95.79155903,105.012288,115.1562612,120.4838915,120.3930815,118.0482008,120.7642756,122.6103049,123.8563913,123.9117009
European Union,EUU,Internet users (per 100 people),IT.NET.USER.P2,50.9720859,54.54631442,60.29527801,64.18913689,67.2146427,70.63089596,71.55806629,73.69936458,75.53578025,78.10214768
European Union,EUU,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,5.736275871,5.46644382,5.178099629,4.725966393,4.739050867,4.801343833,4.62725305,4.609534964,4.502244667,4.41978633
Faeroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,35808.82986,40617.30498,46878.11546,49625.47867,46429.92063,47381.52276,50910.43405,48695.17118,54117.84438,..
Faeroe Islands,FRO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,85.50562483,101.1150686,105.2770715,110.6026088,114.9052419,119.8967346,118.0097274,118.6159253,120.681639,124.1164577
Faeroe Islands,FRO,Internet users (per 100 people),IT.NET.USER.P2,67.90263174,69.35944512,75.98,75.57,75.18,75.2,80.7321728,85.33518924,90,94.66
Faeroe Islands,FRO,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,11.10000038,..,..,..,..,..,..,..,..,..
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,3658.617477,3750.034991,4079.228842,4178.321691,3369.855205,3651.958291,4351.919334,4550.267095,4765.658997,5112.322117
Fiji,FJI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,24.92449701,34.37685675,63.44901555,71.10259987,75.07516314,81.10077287,83.76338399,98.17854865,105.6001544,98.77670015
Fiji,FJI,Internet users (per 100 people),IT.NET.USER.P2,8.453636634,9.6000384,10.89783105,13,17,20,28,33.74235675,37.1,41.8
Fiji,FJI,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,1.5,1.600000024,1,..,..,..,..,..,..,..
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,38969.17163,41120.67651,48288.5491,53401.31487,47107.15571,46205.16601,50787.56498,47415.55987,49492.82806,49823.70137
Finland,FIN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,100.450445,107.6347185,114.8847345,128.424569,144.0887946,156.3055115,165.8909009,172.3224293,136.578674,139.6638962
Finland,FIN,Internet users (per 100 people),IT.NET.USER.P2,74.48,79.66,80.78,83.67,82.49,86.89,88.70999491,89.87999797,91.5144,92.38
Finland,FIN,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,4.599999905,4.400000095,4.300000191,4.199999809,4.300000191,4.099999905,4,3.799999952,3.799999952,3.900000095
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,793.0635262,905.1589009,1098.912768,1360.087712,1216.276138,1378.921602,1429.73581,1603.85008,1584.442463,1530.108685
Fragile and conflict affected situations,FCS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,6.670208751,12.80109513,19.29371487,26.68009642,32.83530174,39.23104935,46.40833907,51.99454173,59.22488361,67.58209656
Fragile and conflict affected situations,FCS,Internet users (per 100 people),IT.NET.USER.P2,1.867637276,2.433635491,3.590927798,3.640954655,4.467332879,6.703662457,7.454808958,8.602356821,10.02549295,11.53125456
Fragile and conflict affected situations,FCS,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,34879.72633,36544.50853,41600.58397,45413.06571,41631.13141,40705.76623,43807.4759,40850.35237,42627.65244,42732.5665
France,FRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,78.26189586,83.53432024,88.98459991,92.67718212,92.09659575,91.38732973,94.0767743,97.37775287,98.49547248,100.3615662
France,FRA,Internet users (per 100 people),IT.NET.USER.P2,42.87,46.87,66.09,70.68,71.58,77.28,77.81999899,81.44,81.9198,83.75
France,FRA,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,3.599999905,3.599999905,3.400000095,2.700000048,2.900000095,2.900000095,2.799999952,2.799999952,3,2.799999952
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,47.08024042,58.97621939,67.15560318,71.19146977,78.46706253,80.53643706,82.26223262,82.53778112,85.57567613,85.65761967
French Polynesia,PYF,Internet users (per 100 people),IT.NET.USER.P2,21.54218547,25.10796425,28.59,33.87,44.6,49,49,52.87663059,56.8,60.68
French Polynesia,PYF,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,3.5,3.700000048,3.599999905,3.400000095,2.599999905,2.700000048,2.799999952,..,..,..
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,6865.323497,7206.968408,8632.756951,10523.27025,8061.569276,9312.049463,11530.1472,10642.43225,10658.77273,10772.06175
